TimeStamp,Total_KW,GHI,GII,MOD_TEMP,AMB_TEMP,AIR_PRESS,CLOUD_COVER,Hour,Minute,Day_of_Year,Day_of_Week,Total_KW_Lag1,Total_KW_Lag2,GHI_Rolling_Mean_2h,Temp_Rolling_Std_2h,GHI_Delta,GHI_Temp_Interaction
2024-11-14 13:30:00,53.9,650.19,757.25,39.88,40.76,96.11,0.4,13,30,319,3,59.120000000000005,32.39,611.9000000000001,2.6284643805842256,-17.25,25929.577200000003
2024-11-20 05:00:00,-0.4,0.0,0.0,10.28,16.47,96.01,0.11,5,0,325,2,53.9,59.120000000000005,466.7275,14.57919407923497,-650.19,0.0
2024-12-04 01:00:00,-0.43,0.0,0.0,17.39,24.1,95.95,0.19,1,0,339,2,-0.4,53.9,329.4075,14.786406764322425,0.0,0.0
2024-12-13 22:00:00,-0.41,0.0,0.0,9.45,17.01,96.24,0.13,22,0,348,4,-0.43,-0.4,162.5475,14.20747925096731,0.0,0.0
2024-12-20 00:00:00,-0.41,0.0,0.0,17.92,23.23,95.92,0.2,0,0,355,4,-0.41,-0.43,0.0,4.5154918521315714,0.0,0.0
2024-12-30 19:30:00,39.510000000000005,0.0,0.0,16.53,25.29,96.36,0.28,19,30,365,0,-0.41,-0.41,0.0,3.956676846378361,0.0,0.0
2024-12-31 03:30:00,-0.4,0.0,0.0,12.64,18.49,96.28,0.22,3,30,366,1,39.510000000000005,-0.41,0.0,3.84042098386795,0.0,0.0
2025-01-01 17:00:00,6.43,28.94,114.56,25.17,37.6,96.1,0.2,17,0,1,2,-0.4,39.510000000000005,7.235,5.237330745077429,28.94,728.4198000000001
2025-01-04 23:30:00,-0.39,0.0,0.0,8.53,15.83,96.05,0.1,23,30,4,5,6.43,-0.4,7.235,7.097912251735245,-28.94,0.0
2025-01-08 09:00:00,61.18,410.84,512.44,20.4,22.6,96.43,0.43,9,0,8,2,-0.39,6.43,109.945,7.4980553034325705,410.84,8381.135999999999
2025-01-09 10:00:00,86.24000000000001,596.85,724.11,27.38,28.31,96.57,0.46,10,0,9,3,61.18,-0.39,259.1575,8.413611986933237,186.01000000000005,16341.753
2025-01-15 13:00:00,48.93,591.97,654.47,35.74,34.71,96.43,0.31,13,0,15,2,86.24000000000001,61.18,399.91499999999996,11.512779493530946,-4.8799999999999955,21157.007800000003
2025-02-05 00:00:00,-0.4,0.0,0.0,16.8,23.1,95.85,0.1,0,0,36,2,48.93,86.24000000000001,399.91499999999996,8.354368118934353,-591.97,0.0
2025-02-11 04:00:00,-0.4,0.0,0.0,15.93,20.83,95.82,0.32,4,0,42,1,-0.4,48.93,297.20500000000004,9.420036712596543,0.0,0.0
2025-02-20 22:30:00,-0.41,0.0,0.0,16.77,23.64,96.0,0.14,22,30,51,3,-0.4,-0.4,147.9925,9.628447434555586,0.0,0.0
2025-02-25 20:00:00,39.48,0.0,0.0,19.05,26.62,96.39,0.11,20,0,56,1,-0.41,-0.4,0.0,1.3372453028520928,0.0,0.0
2025-02-27 14:30:00,75.31,733.08,803.62,49.47,47.03,96.09,0.47,14,30,58,3,39.48,-0.41,183.27,16.163839271658208,733.08,36265.4676
2025-02-27 15:30:00,59.39,446.1,495.89,42.21,47.36,96.02,0.36,15,30,58,3,75.31,39.48,294.795,16.42191523544073,-286.98,18829.881
2025-03-14 15:00:00,76.47,599.25,631.64,45.88,49.3,95.61,0.44,15,0,73,4,59.39,75.31,444.6075,13.725510008739217,153.14999999999998,27493.59
2025-03-16 23:30:00,-0.37,0.0,0.0,21.43,27.27,95.57,0.22,23,30,75,6,76.47,59.39,444.6075,12.566214956514703,-599.25,0.0
2025-03-21 19:30:00,39.33,0.0,0.0,25.53,31.91,95.75,0.32,19,30,80,4,-0.37,76.47,261.3375,12.083855276083607,0.0,0.0
2025-03-24 15:00:00,79.39,516.17,540.08,46.34,47.82,95.81,0.45,15,0,83,0,39.33,-0.37,278.855,13.173555581795943,516.17,23919.3178
2025-03-24 15:30:00,71.62,542.89,560.15,45.92,47.58,95.77,0.44,15,30,83,0,79.39,39.33,264.765,13.184785423611075,26.720000000000027,24929.5088
2025-03-24 16:00:00,60.32,497.45,508.54,42.87,46.95,95.76,0.42,16,0,83,0,71.62,79.39,389.1275,9.878442859749402,-45.44,21325.6815
2025-03-24 16:30:00,43.46,370.06,377.09,41.4,46.3,95.75,0.32,16,30,83,0,60.32,71.62,481.6425,2.389468211408995,-127.38999999999999,15320.484
2025-03-24 17:00:00,24.43,205.29,208.4,37.17,44.28,95.74,0.27,17,0,83,0,43.46,60.32,403.9225,3.638213847480749,-164.77,7630.6293
2025-03-24 17:30:00,10.64,90.92,92.76,32.9,42.01,95.73,0.38,17,30,83,0,24.43,43.46,290.93,4.494696875207556,-114.36999999999999,2991.268
2025-03-24 18:00:00,2.36,10.93,16.08,28.21,39.03,95.73,0.18,18,0,83,0,10.64,24.43,169.29999999999998,5.661489792154281,-79.99000000000001,308.3353
2025-03-24 18:30:00,39.47,0.0,0.0,24.81,35.58,95.75,0.22,18,30,83,0,2.36,10.64,76.785,5.4028410736081245,-10.93,0.0
2025-03-24 19:00:00,39.47,0.0,0.0,23.59,32.83,95.79,0.3,19,0,83,0,39.47,2.36,25.4625,4.168463945707923,0.0,0.0
2025-03-24 19:30:00,39.45,0.0,0.0,23.01,31.14,95.83,0.32,19,30,83,0,39.47,39.47,2.7325,2.327538041221551,0.0,0.0
2025-03-24 20:30:00,39.47,0.0,0.0,21.5,28.92,95.88,0.16,20,30,83,0,39.45,39.47,0.0,1.3744423111454078,0.0,0.0
2025-03-24 21:00:00,39.27,0.0,0.0,20.65,27.97,95.91,0.29,21,0,83,0,39.47,39.45,0.0,1.3515515775088653,0.0,0.0
2025-03-24 21:30:00,-0.24,0.0,0.0,21.32,27.34,95.92,0.34,21,30,83,0,39.27,39.47,0.0,0.996226212597664,0.0,0.0
2025-03-24 22:30:00,-0.31,0.0,0.0,20.0,26.07,95.9,0.31,22,30,83,0,-0.24,39.27,0.0,0.68426968367742,0.0,0.0
2025-03-24 23:30:00,-0.42,0.0,0.0,18.48,25.04,95.85,0.18,23,30,83,0,-0.31,-0.24,0.0,1.214451179202623,0.0,0.0
2025-03-25 00:00:00,-0.4,0.0,0.0,18.87,24.27,95.81,0.08,0,0,84,1,-0.42,-0.31,0.0,1.2763848688124189,0.0,0.0
2025-03-25 00:30:00,-0.4,0.0,0.0,17.67,23.65,95.79,0.3,0,30,84,1,-0.4,-0.42,0.0,0.9688653157172751,0.0,0.0
2025-03-25 01:00:00,-0.4,0.0,0.0,18.48,23.32,95.76,0.08,1,0,84,1,-0.4,-0.4,0.0,0.504678115237746,0.0,0.0
2025-03-25 01:30:00,-0.41,0.0,0.0,17.75,22.98,95.74,0.11,1,30,84,1,-0.4,-0.4,0.0,0.5803662636645226,0.0,0.0
2025-03-25 02:00:00,-0.4,0.0,0.0,18.05,22.89,95.71,0.25,2,0,84,1,-0.41,-0.4,0.0,0.36682193682118386,0.0,0.0
2025-03-25 02:30:00,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,2,30,84,1,-0.4,-0.41,0.0,9.051626004941495,0.0,0.0
2025-03-25 03:00:00,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,3,0,84,1,-0.38,-0.4,0.0,10.335295512627251,0.0,0.0
2025-03-25 03:30:00,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,3,30,84,1,-0.39,-0.38,0.0,9.024999999999972,0.0,0.0
2025-03-25 04:00:00,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,4,0,84,1,-0.36,-0.39,0.0,0.0,0.0,0.0
2025-03-25 04:30:00,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,4,30,84,1,-0.38,-0.36,0.0,0.0,0.0,0.0
2025-03-25 05:00:00,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,5,0,84,1,-0.37,-0.38,0.0,0.0,0.0,0.0
2025-03-25 05:30:00,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,5,30,84,1,-0.37,-0.37,0.0,0.0,0.0,0.0
2025-03-25 06:30:00,3.87,0.0,0.0,0.0,0.0,0.0,0.0,6,30,84,1,-0.38,-0.37,0.0,0.0,0.0,0.0
2025-03-25 07:00:00,14.51,122.64,125.51,17.19,19.39,95.75,0.16,7,0,84,1,3.87,-0.38,30.66,8.59499999999997,122.64,2108.1816000000003
2025-03-25 07:30:00,30.66,236.82,246.14,22.46,22.81,95.8,0.14,7,30,84,1,14.51,3.87,89.865,11.646416830939879,114.17999999999999,5318.9772
2025-03-25 08:00:00,48.24,355.59,372.97,27.28,27.1,95.87,0.22,8,0,84,1,30.66,14.51,178.7625,11.891732071765935,118.76999999999998,9700.4952
2025-03-25 08:30:00,65.16,470.73,495.96,30.86,30.82,95.93,0.31,8,30,84,1,48.24,30.66,296.445,5.937582981876273,115.14000000000004,14526.7278
2025-03-25 09:00:00,80.3,583.05,613.88,34.08,33.93,95.96,0.35,9,0,84,1,65.16,48.24,411.54749999999996,4.985325131490106,112.31999999999994,19870.343999999997
2025-03-25 09:30:00,92.68,690.14,728.25,38.38,36.55,95.98,0.3,9,30,84,1,80.3,65.16,524.8774999999999,4.722951054866754,107.09000000000003,26487.573200000003
2025-03-25 10:00:00,74.65,771.32,810.18,41.99,37.83,95.98,0.36,10,0,84,1,92.68,80.3,628.81,4.872421540329517,81.18000000000006,32387.726800000004
2025-03-25 10:30:00,77.62,838.63,883.74,44.7,38.32,95.96,0.37,10,30,84,1,74.65,92.68,720.785,4.602183358653491,67.30999999999995,37486.761
2025-03-25 11:00:00,81.61,881.38,931.26,48.45,38.55,95.94,0.46,11,0,84,1,77.62,74.65,795.3675000000001,4.257518839261571,42.75,42702.861000000004
2025-03-25 11:30:00,82.85,940.76,986.8,49.05,38.72,95.89,0.42,11,30,84,1,81.61,77.62,858.0225,3.319943523616112,59.379999999999995,46144.278
2025-03-25 12:00:00,82.8,974.04,1020.4,49.22,39.31,95.84,0.37,12,0,84,1,82.85,81.61,908.7025000000001,2.1291077943590846,33.27999999999997,47942.248799999994
2025-03-25 12:30:00,81.47,935.06,975.24,54.35,40.22,95.79,0.4,12,30,84,1,82.8,82.85,932.81,2.7416342449958595,-38.98000000000002,50820.511
2025-03-25 13:30:00,78.42,833.17,867.85,52.6,44.51,95.67,0.43,13,30,84,1,81.47,82.8,920.7574999999999,2.6064855009509222,-101.88999999999999,43824.742
2025-03-25 14:00:00,76.31,759.5,781.71,51.91,46.82,95.61,0.37,14,0,84,1,78.42,81.47,875.4424999999999,2.1305241921494473,-73.66999999999996,39425.645
2025-03-25 14:30:00,87.74,678.65,702.54,49.97,48.47,95.57,0.34,14,30,84,1,76.31,78.42,801.5949999999999,1.8110103073516888,-80.85000000000002,33912.1405
2025-03-25 15:00:00,77.78,598.02,621.96,49.22,48.79,95.52,0.33,15,0,84,1,87.74,76.31,717.3349999999999,1.5911107231534958,-80.63,29434.5444
2025-03-25 15:30:00,65.37,497.31,516.09,45.37,48.13,95.49,0.32,15,30,84,1,77.78,87.74,633.37,2.743420918002562,-100.70999999999998,22562.9547
2025-03-25 16:00:00,50.75,390.9,399.51,43.23,47.06,95.46,0.33,16,0,84,1,65.37,77.78,541.22,3.194165253500096,-106.41000000000003,16898.606999999996
2025-03-25 16:30:00,35.730000000000004,286.35,288.55,39.84,45.38,95.43,0.36,16,30,84,1,50.75,65.37,443.145,3.930008481755131,-104.54999999999995,11408.184000000001
2025-03-25 17:00:00,22.44,183.86,186.26,36.59,43.54,95.41,0.28,17,0,84,1,35.730000000000004,50.75,339.605,3.8556570992072423,-102.49000000000001,6727.437400000001
2025-03-25 17:30:00,10.78,97.18,97.64,33.37,41.48,95.41,0.24,17,30,84,1,22.44,35.730000000000004,239.57250000000002,4.238642667961899,-86.68,3242.8966
2025-03-25 18:00:00,2.5,13.2,18.46,29.28,38.9,95.42,0.19,18,0,84,1,10.78,22.44,145.14750000000004,4.513586895880828,-83.98,386.496
2025-03-25 18:30:00,39.48,0.0,0.0,25.79,35.79,95.42,0.2,18,30,84,1,2.5,10.78,73.56,4.715303984545118,-13.2,0.0
2025-03-25 19:00:00,39.49,0.0,0.0,24.28,33.51,95.43,0.13,19,0,84,1,39.48,2.5,27.595000000000002,4.044263426962565,0.0,0.0
2025-03-25 19:30:00,39.47,0.0,0.0,22.41,31.39,95.46,0.28,19,30,84,1,39.49,39.48,3.3,2.909444391403099,0.0,0.0
2025-03-25 20:00:00,39.43,0.0,0.0,21.62,29.79,95.49,0.11,20,0,84,1,39.47,39.49,0.0,1.8772763959169454,0.0,0.0
2025-03-25 20:30:00,39.41,0.0,0.0,22.32,28.74,95.52,0.33,20,30,84,1,39.43,39.47,0.0,1.137845185720318,0.0,0.0
2025-03-25 21:00:00,38.68,0.0,0.0,21.38,27.99,95.55,0.15,21,0,84,1,39.41,39.43,0.0,0.5102532051183618,0.0,0.0
2025-03-25 22:00:00,-0.27,0.0,0.0,19.29,26.0,95.55,0.31,22,0,84,1,38.68,39.41,0.0,1.3041312561753715,0.0,0.0
2025-03-25 22:30:00,-0.38,0.0,0.0,19.16,25.45,95.53,0.14,22,30,84,1,-0.27,38.68,0.0,1.5642756577194274,0.0,0.0
2025-03-25 23:00:00,-0.38,0.0,0.0,18.17,24.64,95.51,0.15,23,0,84,1,-0.38,-0.27,0.0,1.3494443300856127,0.0,0.0
2025-03-25 23:30:00,-0.39,0.0,0.0,18.02,23.87,95.5,0.23,23,30,84,1,-0.38,-0.38,0.0,0.6574191965559046,0.0,0.0
2025-03-26 00:00:00,-0.4,0.0,0.0,18.3,23.54,95.47,0.14,0,0,85,2,-0.39,-0.38,0.0,0.5112973694438604,0.0,0.0
2025-03-26 00:30:00,-0.39,0.0,0.0,17.44,23.46,95.45,0.31,0,30,85,2,-0.4,-0.39,0.0,0.37933055066376953,0.0,0.0
2025-03-26 01:00:00,-0.39,0.0,0.0,16.94,22.67,95.41,0.36,1,0,85,2,-0.39,-0.4,0.0,0.6069321763318193,0.0,0.0
2025-03-26 01:30:00,-0.4,0.0,0.0,16.45,22.13,95.4,0.32,1,30,85,2,-0.39,-0.39,0.0,0.7896148850337619,0.0,0.0
2025-03-26 02:00:00,-0.4,52.08,53.6,17.32,21.92,95.36,0.22,2,0,85,2,-0.4,-0.39,13.02,0.44589797039257223,52.08,902.0255999999999
2025-03-26 07:00:00,13.51,114.05,115.88,16.64,18.36,95.55,0.11,7,0,85,2,-0.4,-0.4,41.5325,0.3796818843894834,61.97,1897.792
2025-03-26 07:30:00,28.73,221.62,228.54,21.61,21.92,95.61,0.38,7,30,85,2,13.51,-0.4,96.9375,2.432180092016257,107.57000000000001,4789.2082
2025-03-26 08:00:00,45.28,335.58,349.94,26.98,26.29,95.68,0.25,8,0,85,2,28.73,13.51,180.83249999999998,4.766510778336727,113.95999999999998,9053.9484
2025-03-26 08:30:00,60.59,441.58,462.7,32.15,30.52,95.74,0.36,8,30,85,2,45.28,28.73,278.2075,6.700957643003983,106.0,14196.796999999999
2025-03-26 09:00:00,74.77,554.72,584.78,36.63,34.4,95.77,0.28,9,0,85,2,60.59,45.28,388.375,6.490060990982042,113.14000000000004,20319.393600000003
2025-03-26 09:30:00,87.32,662.5,697.39,39.15,36.7,95.78,0.43,9,30,85,2,74.77,60.59,498.595,5.349307587591757,107.77999999999997,25936.875
2025-03-26 10:00:00,87.05000000000001,736.21,773.75,44.33,38.09,95.8,0.35,10,0,85,2,87.32,74.77,598.7525,5.0817943025405246,73.71000000000004,32636.189300000002
2025-03-26 10:30:00,72.23,797.58,836.44,49.12,39.15,95.79,0.39,10,30,85,2,87.05000000000001,87.32,687.7525,5.55891101445837,61.370000000000005,39177.1296
2025-03-26 11:00:00,76.4,847.75,890.62,50.95,39.94,95.76,0.45,11,0,85,2,72.23,87.05000000000001,761.01,5.2882787054642435,50.16999999999996,43192.8625
2025-03-26 11:30:00,78.95,856.95,898.53,51.52,40.47,95.72,0.41,11,30,85,2,76.4,72.23,809.6225,3.2646898780741607,9.200000000000045,44150.064000000006
2025-03-26 12:00:00,79.8,917.11,963.48,52.56,41.16,95.67,0.42,12,0,85,2,78.95,76.4,854.8475,1.4416743737751059,60.15999999999997,48203.301600000006
2025-03-26 12:30:00,78.65,865.0,899.54,50.94,41.73,95.6,0.36,12,30,85,2,79.8,78.95,871.7025,0.7615499545881177,-52.110000000000014,44063.1
2025-03-26 13:00:00,76.96000000000001,877.85,907.72,53.29,42.32,95.55,0.34,13,0,85,2,78.65,79.8,879.2275,1.0500277774102738,12.850000000000023,46780.6265
2025-03-26 13:30:00,71.08000000000001,827.26,855.55,49.62,43.95,95.51,0.43,13,30,85,2,76.96000000000001,78.65,871.8050000000001,1.6465797885313154,-50.59000000000003,41048.6412
2025-03-26 14:00:00,62.16,742.91,766.26,52.12,47.06,95.47,0.45,14,0,85,2,71.08000000000001,76.96000000000001,828.255,1.5744072958841246,-84.35000000000002,38720.4692
2025-03-26 14:30:00,64.27000000000001,655.54,675.32,48.53,48.77,95.43,0.39,14,30,85,2,62.16,71.08000000000001,775.89,2.195100605135558,-87.37,31813.3562
2025-03-26 15:00:00,73.89,572.87,587.04,45.28,48.91,95.4,0.43,15,0,85,2,64.27000000000001,62.16,699.645,2.8359287132554134,-82.66999999999996,25939.5536
2025-03-26 15:30:00,62.08,486.32,492.65,47.11,48.79,95.38,0.34,15,30,85,2,73.89,64.27000000000001,614.41,2.896860369434441,-86.55000000000001,22910.5352
2025-03-26 16:00:00,49.29,380.32,384.86,42.97,48.04,95.35,0.37,16,0,85,2,62.08,73.89,523.7625,2.4034194390492694,-106.0,16342.3504
2025-03-26 16:30:00,35.650000000000006,280.71,279.75,41.05,46.62,95.34,0.36,16,30,85,2,49.29,62.08,430.055,2.647758485965053,-99.61000000000001,11523.145499999999
2025-03-26 17:00:00,21.35,165.98,167.43,37.61,45.39,95.33,0.27,17,0,85,2,35.650000000000006,49.29,328.3325,3.961931347209335,-114.72999999999999,6242.507799999999
2025-03-26 17:30:00,9.61,71.7,72.57,33.76,43.17,95.33,0.39,17,30,85,2,21.35,35.650000000000006,224.67749999999998,4.0521630026443916,-94.27999999999999,2420.592
2025-03-26 18:00:00,1.86,8.8,12.83,29.5,40.27,95.33,0.2,18,0,85,2,9.61,21.35,131.79749999999999,4.975962218506089,-62.900000000000006,259.6
2025-03-26 18:30:00,39.42,0.0,0.0,26.28,37.23,95.34,0.33,18,30,85,2,1.86,9.61,61.62,4.944946073180857,-8.8,0.0
2025-03-26 19:30:00,39.44,0.0,0.0,23.91,33.0,95.35,0.2,19,30,85,2,39.42,1.86,20.125,4.265695527500003,0.0,0.0
2025-03-26 20:30:00,39.47,0.0,0.0,22.74,30.57,95.39,0.29,20,30,85,2,39.44,39.42,2.2,2.9837266965994487,0.0,0.0
2025-03-26 21:00:00,38.760000000000005,0.0,0.0,21.5,29.53,95.44,0.16,21,0,85,2,39.47,39.44,0.0,2.0353439512771074,0.0,0.0
2025-03-26 21:30:00,-0.26,0.0,0.0,22.07,28.72,95.44,0.1,21,30,85,2,38.760000000000005,39.47,0.0,1.0357766812077134,0.0,0.0
2025-03-26 22:00:00,-0.8400000000000001,5.6,0.4,22.74,28.13,95.43,0.14,22,0,85,2,-0.26,38.760000000000005,1.4,0.5984633099310868,5.6,127.34399999999998
2025-03-26 22:30:00,-0.37,0.0,0.0,21.29,28.22,95.44,0.17,22,30,85,2,-0.8400000000000001,-0.26,1.4,0.6497691897899969,-5.6,0.0
2025-03-26 23:00:00,-0.38,0.0,0.0,20.79,27.31,95.44,0.23,23,0,85,2,-0.37,-0.8400000000000001,1.4,0.8588121641742668,0.0,0.0
2025-03-26 23:30:00,-0.36,0.0,0.0,20.38,26.66,95.44,0.3,23,30,85,2,-0.38,-0.37,1.4,1.0295953897852466,0.0,0.0
2025-03-27 00:00:00,-0.39,0.0,0.0,19.6,26.42,95.44,0.33,0,0,86,3,-0.36,-0.38,0.0,0.7145394787323215,0.0,0.0
2025-03-27 00:30:00,-0.39,0.0,0.0,19.34,26.07,95.41,0.27,0,30,86,3,-0.39,-0.36,0.0,0.6735663788128626,0.0,0.0
2025-03-27 01:00:00,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,1,0,86,3,-0.39,-0.39,0.0,9.896538115253597,0.0,0.0
2025-03-27 01:30:00,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,1,30,86,3,-0.39,-0.39,0.0,11.241510871171515,0.0,0.0
2025-03-27 02:00:00,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,2,0,86,3,-0.36,-0.39,0.0,9.670000000000043,0.0,0.0
2025-03-27 02:30:00,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,2,30,86,3,-0.37,-0.36,0.0,0.0,0.0,0.0
2025-03-27 03:00:00,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,3,0,86,3,-0.37,-0.37,0.0,0.0,0.0,0.0
2025-03-27 03:30:00,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,3,30,86,3,-0.38,-0.37,0.0,0.0,0.0,0.0
2025-03-27 04:00:00,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,4,0,86,3,-0.39,-0.38,0.0,0.0,0.0,0.0
2025-03-27 04:30:00,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,4,30,86,3,-0.41,-0.39,0.0,0.0,0.0,0.0
2025-03-27 05:00:00,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,5,0,86,3,-0.4,-0.41,0.0,0.0,0.0,0.0
2025-03-27 05:30:00,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,5,30,86,3,-0.41,-0.4,0.0,0.0,0.0,0.0
2025-03-27 06:30:00,3.73,0.0,0.0,0.0,0.0,0.0,0.0,6,30,86,3,-0.4,-0.41,0.0,0.0,0.0,0.0
2025-03-27 07:30:00,26.85,205.06,211.72,22.46,24.01,95.56,0.24,7,30,86,3,3.73,-0.4,51.265,11.230000000000036,205.06,4605.6476
2025-03-27 08:00:00,42.49,317.04,328.21,27.76,27.49,95.62,0.32,8,0,86,3,26.85,3.73,130.525,14.657843179222082,111.98000000000002,8801.030400000001
2025-03-27 08:30:00,58.17,425.92,442.68,32.81,31.59,95.67,0.38,8,30,86,3,42.49,26.85,237.005,14.469163475013584,108.88,13974.435200000002
2025-03-27 09:00:00,70.99000000000001,518.1,542.71,36.22,35.27,95.72,0.31,9,0,86,3,58.17,42.49,366.53000000000003,6.008690234429925,92.18,18765.582
2025-03-27 09:30:00,82.72999999999999,618.8,646.93,38.78,37.63,95.73,0.46,9,30,86,3,70.99000000000001,58.17,469.96500000000003,4.763901587284673,100.69999999999993,23997.064
2025-03-27 10:00:00,90.52,697.15,729.42,41.84,38.55,95.73,0.44,10,0,86,3,82.72999999999999,70.99000000000001,564.9925000000001,3.833096007146183,78.35000000000002,29168.756
2025-03-27 10:30:00,70.36,768.25,804.22,43.95,39.2,95.71,0.43,10,30,86,3,90.52,82.72999999999999,650.575,3.3965116909362494,71.10000000000002,33764.5875
2025-03-27 11:00:00,75.34,821.94,857.98,45.73,39.7,95.68,0.42,11,0,86,3,70.36,90.52,726.535,2.9881376585871235,53.690000000000055,37587.3162
2025-03-27 11:30:00,78.39,838.5,872.82,46.08,40.49,95.63,0.42,11,30,86,3,75.34,70.36,781.46,1.9448564642838035,16.559999999999945,38638.08
2025-03-27 12:00:00,78.47,868.66,906.57,46.59,41.44,95.57,0.39,12,0,86,3,78.39,75.34,824.3375,1.1473556554093531,30.159999999999968,40470.8694
2025-03-27 12:30:00,76.97,862.48,897.37,49.62,42.43,95.51,0.38,12,30,86,3,78.47,78.39,847.895,1.7787355059141898,-6.17999999999995,42796.2576
2025-03-27 13:00:00,73.55000000000001,791.54,826.1,48.43,44.09,95.46,0.43,13,0,86,3,76.97,78.47,840.295,1.6405486887013738,-70.94000000000005,38334.2822
2025-03-27 13:30:00,67.31,778.12,810.94,48.59,45.93,95.41,0.41,13,30,86,3,73.55000000000001,76.97,825.1999999999999,1.2605917922414254,-13.419999999999959,37808.8508
2025-03-27 14:00:00,62.48,754.95,778.72,47.62,47.69,95.38,0.37,14,0,86,3,67.31,73.55000000000001,796.7725,0.8215635499865164,-23.16999999999996,35950.719
2025-03-27 14:30:00,73.72,629.2,650.78,47.34,48.64,95.33,0.36,14,30,86,3,62.48,67.31,738.4525,0.6090703298195288,-125.75,29786.328000000005
2025-03-27 15:00:00,63.49,594.65,608.97,46.74,48.84,95.28,0.44,15,0,86,3,73.72,62.48,689.23,0.771292205760235,-34.55000000000007,27793.941
2025-03-27 15:30:00,59.71,465.84,475.4,43.85,48.45,95.26,0.35,15,30,86,3,63.49,73.72,611.1600000000001,1.7310377427042245,-128.81,20427.084
2025-03-27 16:00:00,47.62,370.62,373.52,42.18,47.65,95.23,0.38,16,0,86,3,59.71,63.49,515.0775,2.434137424222374,-95.21999999999997,15632.7516
2025-03-27 16:30:00,32.5,277.01,278.73,39.6,46.35,95.2,0.39,16,30,86,3,47.62,59.71,427.03000000000003,2.9948998313800095,-93.61000000000001,10969.596
2025-03-27 17:00:00,18.0,158.35,158.28,37.4,45.01,95.19,0.28,17,0,86,3,32.5,47.62,317.955,2.8401687156458566,-118.66,5922.29
2025-03-27 17:30:00,8.02,65.98,66.92,33.82,43.05,95.18,0.3,17,30,86,3,18.0,32.5,217.99,3.5409414943863253,-92.36999999999999,2231.4436
2025-03-27 18:30:00,39.43,0.0,0.0,27.75,37.79,95.18,0.26,18,30,86,3,8.02,18.0,125.335,5.175702045777655,-65.98,0.0
2025-03-27 20:00:00,39.48,0.0,0.0,23.47,32.68,95.26,0.25,20,0,86,3,39.43,8.02,56.082499999999996,6.2066469745481045,0.0,0.0
2025-03-27 20:30:00,39.47,0.0,0.0,22.7,31.31,95.3,0.31,20,30,86,3,39.48,39.43,16.495,5.099310410895504,0.0,0.0
2025-03-27 21:00:00,39.32,0.0,0.0,23.22,30.32,95.32,0.37,21,0,86,3,39.47,39.48,0.0,2.3321592284120256,0.0,0.0
2025-03-27 21:30:00,-0.2,0.0,0.0,21.79,29.57,95.33,0.18,21,30,86,3,39.32,39.47,0.0,0.7428099801883623,0.0,0.0
2025-03-27 22:00:00,-0.21,0.0,0.0,23.03,29.19,95.33,0.33,22,0,86,3,-0.2,39.32,0.0,0.6341661191418544,0.0,0.0
2025-03-27 22:30:00,-0.4,0.0,0.0,21.12,28.72,95.33,0.34,22,30,86,3,-0.21,-0.2,0.0,1.0052197106441243,0.0,0.0
2025-03-27 23:00:00,-0.38,0.0,0.0,20.28,27.81,95.3,0.2,23,0,86,3,-0.4,-0.21,0.0,1.161278031596004,0.0,0.0
2025-03-27 23:30:00,-0.39,0.0,0.0,20.02,27.29,95.29,0.33,23,30,86,3,-0.38,-0.4,0.0,1.3617972193639962,0.0,0.0
2025-03-28 00:00:00,-0.38,0.0,0.0,19.83,26.83,95.26,0.34,0,0,87,4,-0.39,-0.38,0.0,0.5690562362375824,0.0,0.0
2025-03-28 00:30:00,-0.38,0.0,0.0,19.43,26.48,95.22,0.11,0,30,87,4,-0.38,-0.39,0.0,0.35786403377200376,0.0,0.0
2025-03-28 01:00:00,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,1,0,87,4,-0.38,-0.38,0.0,9.883059580244764,0.0,0.0
2025-03-28 01:30:00,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,1,30,87,4,-0.38,-0.38,0.0,11.334562188280648,0.0,0.0
2025-03-28 02:00:00,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,2,0,87,4,-0.39,-0.38,0.0,9.715000000000087,0.0,0.0
2025-03-28 02:30:00,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,2,30,87,4,-0.39,-0.39,0.0,0.0,0.0,0.0
